1,1,1547422044.81,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,100,218,247,138,119
1,1,1547422045.71,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,100,218,247,138,119
1,1,1547422046.92,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,100,218,247,138,119
1,1,1547422047.52,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,100,218,247,138,119
1,1,1547755592.48,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,101,218,24,136,43
1,1,1547589701.72,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,102,218,24,136,43
1,1,1547590126.59,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,102,218,24,136,43
1,1,1547591003.49,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,102,218,24,136,43
1,1,1547737989.97,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,103,219,142,101,45
1,1,1547834761.32,220,210,252,0,185,81,156,232,149,118,230,177,2048,10,153,199,103,218,24,136,43
1,1,1547151278.51,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547151721.91,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547153431.09,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547153445.51,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547153468.67,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547153585.23,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547153605.96,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547254903.14,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255220.67,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255224.89,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255232.51,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255234.0,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255234.06,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255238.84,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255309.44,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255443.92,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255451.16,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255452.38,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547255453.6,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547256123.52,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547256251.8,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547294128.59,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547294175.46,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547294224.4,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547294231.48,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547294265.48,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547381572.84,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547392534.66,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547422043.96,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,247,138,119
1,1,1547422044.86,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,247,138,119
1,1,1547422045.78,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,247,138,119
1,1,1547422046.97,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,247,138,119
1,1,1547422047.27,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,247,138,119
1,1,1547459501.33,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547459526.48,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547459610.47,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547463295.76,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463295.76,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463296.99,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463296.99,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463297.39,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463297.39,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,139,215,203,208
1,1,1547463744.45,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547497009.14,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,120,55,144,236
1,1,1547548008.92,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589156.71,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589192.9,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589215.89,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589298.16,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589343.71,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589363.93,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589384.24,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589418.98,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589470.54,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589527.88,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589561.54,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589638.6,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589683.52,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589737.4,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589742.38,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589773.05,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589848.34,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589862.75,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589877.19,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589917.84,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547589967.87,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590045.37,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590082.58,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590089.78,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590162.17,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590202.89,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590258.86,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590309.93,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590325.79,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590347.39,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590429.86,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590523.44,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590556.36,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590593.05,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590623.46,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590648.46,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590663.28,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590722.7,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590740.85,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590780.53,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590849.37,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590876.22,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590928.4,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547590943.6,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547591011.7,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547591039.19,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547591060.25,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547591075.9,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547591103.53,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547632025.21,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547632025.21,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547632264.41,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547632264.41,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547632971.24,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547632971.24,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547662349.56,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,119,80,161,141
1,1,1547684927.44,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547726523.08,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,117,161,30,246
1,1,1547727494.83,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,117,161,30,246
1,1,1547737990.25,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,219,142,101,45
1,1,1547755606.55,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547755645.26,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547755663.2,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547755674.68,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547814632.15,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,117,161,30,246
1,1,1547830883.28,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547830896.58,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547830934.78,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547834533.45,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547834559.99,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547834714.93,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547841134.98,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547841156.2,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547843714.52,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547847926.42,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547847959.57,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547847962.25,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547848241.74,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547850074.76,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547850736.99,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851038.98,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851042.5,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851051.92,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851058.96,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851063.48,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851300.85,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851302.09,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547851303.32,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,39,96,126,182
1,1,1547893163.6,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547893278.72,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547893366.89,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,218,24,136,43
1,1,1547981517.98,220,210,252,0,185,81,156,232,149,118,230,177,2048,106,74,152,42,117,161,30,246
1,1,1547291002.93,176,249,99,74,32,2,156,232,149,118,230,159,2048,39,96,126,182,10,153,199,103
1,1,1547649321.52,176,249,99,74,32,2,156,232,149,118,230,159,2048,39,96,126,182,10,153,199,101
1,1,1547663049.65,176,249,99,74,32,2,156,232,149,118,230,159,2048,39,96,126,182,10,153,199,103
